ecoregion1,ecoregion2,jaccard
Selenge-Orkhon Forest Steppe,Nile Delta Flooded Savanna,0
Selenge-Orkhon Forest Steppe,Columbia Plateau,0
Selenge-Orkhon Forest Steppe,Bolivian Yungas,0
Selenge-Orkhon Forest Steppe,Lake Chad Flooded Savanna,0
Selenge-Orkhon Forest Steppe,Southern Anatolian Montane Conifer And Deciduous Forests,0
Selenge-Orkhon Forest Steppe,Northern Anatolian Conifer And Deciduous Forests,0
Selenge-Orkhon Forest Steppe,East Siberian Taiga,0
Selenge-Orkhon Forest Steppe,Central Andean Puna,0
Selenge-Orkhon Forest Steppe,Ruwenzori-Virunga Montane Moorlands,0
Selenge-Orkhon Forest Steppe,Arabian Desert And East Sahero-Arabian Xeric Shrublands,0
Selenge-Orkhon Forest Steppe,Aspen Parkland,0
Selenge-Orkhon Forest Steppe,Sahelian Acacia Savanna,0.1
Selenge-Orkhon Forest Steppe,Gissaro-Alai Open Woodlands,0
Selenge-Orkhon Forest Steppe,High Monte,0
Selenge-Orkhon Forest Steppe,Apache Highlands,0
Selenge-Orkhon Forest Steppe,Alaska Peninsula,0
Selenge-Orkhon Forest Steppe,Socotra Island Xeric Shrublands,0
Selenge-Orkhon Forest Steppe,Talamancan Montane Forests,0
Cauca Valley Montane Forests,Great Central Valley,0.016129032258064516
Cauca Valley Montane Forests,Arizona-New Mexico Mountains,0
Cauca Valley Montane Forests,Southern Rocky Mountains,0
Cauca Valley Montane Forests,Boreal Shield,0
Cauca Valley Montane Forests,Great Lakes,0.04
Cauca Valley Montane Forests,Valdivian Temperate Forests,0
Cauca Valley Montane Forests,Tocantins/Pindare Moist Forests,0
Cauca Valley Montane Forests,Northwestern Himalayan Alpine Shrub And Meadows,0
Cauca Valley Montane Forests,Tian Shan Montane Conifer Forests,0
Cauca Valley Montane Forests,Kazakh Forest Steppe,0
Cauca Valley Montane Forests,Santa Marta Páramo,0.047619047619047616
Cauca Valley Montane Forests,Santa Marta Montane Forests,0
Cauca Valley Montane Forests,Humid Chaco,0
Cauca Valley Montane Forests,Southern Andean Yungas,0
Cauca Valley Montane Forests,Alto Paraná Atlantic Forests,0
Cauca Valley Montane Forests,Bolivian Montane Dry Forests,0
Cauca Valley Montane Forests,Purus-Madeira Moist Forests,0
Cauca Valley Montane Forests,Araucaria Moist Forests,0
Cauca Valley Montane Forests,Southwest Amazon Moist Forests,0
Cauca Valley Montane Forests,Bahia Coastal Forests,0
Cauca Valley Montane Forests,Northwest Iberian Montane Forests,0
Cauca Valley Montane Forests,Central American Montane Forests,0
Cauca Valley Montane Forests,Japurá-Solimoes-Negro Moist Forests,0
Cauca Valley Montane Forests,Beringian Tundra,0.058823529411764705
Cauca Valley Montane Forests,Prairie-Forest Border,0.125
Cauca Valley Montane Forests,Gulf Coast Prairies And Marshes,0.025974025974025976
Cauca Valley Montane Forests,Canadian Rocky Mountains,0.013157894736842105
Cauca Valley Montane Forests,Northwestern Andean Montane Forests,0.03333333333333333
Cauca Valley Montane Forests,Central Appalachian Forest,0
Cauca Valley Montane Forests,Lower New England / Northern Piedmont,0
Cauca Valley Montane Forests,Bahia Interior Forests,0
Cauca Valley Montane Forests,Caatinga,0
Cauca Valley Montane Forests,Atlantic Coast Restingas,0
Cauca Valley Montane Forests,English Lowlands Beech Forests,0
Cauca Valley Montane Forests,Northern Acacia-Commiphora Bushlands And Thickets,0
Cauca Valley Montane Forests,Scandinavian And Russian Taiga,0
Cauca Valley Montane Forests,Honshu Alpine Conifer Forests,0
Cauca Valley Montane Forests,Mediterranean Conifer And Mixed Forests,0
Cauca Valley Montane Forests,S.E. Alaska - B.C. Coastal Forest And Mountains,0
Cauca Valley Montane Forests,Alaska-Yukon Arctic,0.022222222222222223
Cauca Valley Montane Forests,Bristol Bay Basin,0
Cauca Valley Montane Forests,Kamchatka-Kurile Meadows And Sparse Forests,0
Cauca Valley Montane Forests,St. Lawrence - Champlain Valley,0
Cauca Valley Montane Forests,Cook Inlet Basin,0
Cauca Valley Montane Forests,Chocó-Darién Moist Forests,0
Cauca Valley Montane Forests,Pyrenees Conifer And Mixed Forests,0
Cauca Valley Montane Forests,Okanagan,0
Cauca Valley Montane Forests,Montane Cordillera,0
Cauca Valley Montane Forests,Boreal Plains,0
Cauca Valley Montane Forests,Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,0
Cauca Valley Montane Forests,Madagascar Subhumid Forests,0
Cauca Valley Montane Forests,Patagonian Steppe,0
Cauca Valley Montane Forests,High Allegheny Plateau,0
Cauca Valley Montane Forests,Tumbes-Piura Dry Forests,0
Cauca Valley Montane Forests,Northern Tallgrass Prairie,0
Cauca Valley Montane Forests,North Atlantic Coast,0
Cauca Valley Montane Forests,Central Andean Dry Puna,0
Cauca Valley Montane Forests,South Atlantic Coastal Plain,0
Cauca Valley Montane Forests,California North Coast,0
Cauca Valley Montane Forests,Central American Atlantic Moist Forests,0
Cauca Valley Montane Forests,Magdalena Valley Montane Forests,0.06060606060606061
Cauca Valley Montane Forests,Superior Mixed Forest,0
Cauca Valley Montane Forests,Northern Appalachian / Acadian,0
Cauca Valley Montane Forests,Boreal Cordillera,0
Cauca Valley Montane Forests,Taiga Plains,0
Cauca Valley Montane Forests,North Cascades,0
Cauca Valley Montane Forests,Mediterranean Woodlands And Forests,0
Cauca Valley Montane Forests,Cantabrian Mixed Forests,0
Cauca Valley Montane Forests,Caucasus Mixed Forests,0
Cauca Valley Montane Forests,Crimean Submediterranean Forest Complex,0
Cauca Valley Montane Forests,Peninsular Malaysian Rain Forests,0
Cauca Valley Montane Forests,Oaxacan Montane Forests,0
Cauca Valley Montane Forests,Negro-Branco Moist Forests,0
Cauca Valley Montane Forests,Iberian Conifer Forests,0
Cauca Valley Montane Forests,Chiquitano Dry Forests,0
Cauca Valley Montane Forests,Kimberly Tropical Savanna,0
Cauca Valley Montane Forests,Northern Andean Páramo,0.03225806451612903
Cauca Valley Montane Forests,East Cascades - Modoc Plateau,0
Cauca Valley Montane Forests,Atlantic Dry Forests,0
Cauca Valley Montane Forests,Lowland Fynbos And Renosterveld,0
Cauca Valley Montane Forests,Euxine-Colchic Broadleaf Forests,0
Cauca Valley Montane Forests,Northeastern Spain And Southern France Mediterranean Forests,0
Cauca Valley Montane Forests,Carpathian Montane Forests,0
Cauca Valley Montane Forests,Saharan Halophytics,0
Cauca Valley Montane Forests,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,0
Cauca Valley Montane Forests,Central Range Montane Rain Forests,0
Cauca Valley Montane Forests,Islas Revillagigedo Dry Forests,0
Cauca Valley Montane Forests,Uatuma-Trombetas Moist Forests,0
Cauca Valley Montane Forests,Southern Atlantic Mangroves,0
Cauca Valley Montane Forests,Espinal,0
Cauca Valley Montane Forests,Louisiade Archipelago Rain Forests,0
Cauca Valley Montane Forests,Eastern Australian Temperate Forests,0
Cauca Valley Montane Forests,Galápagos Islands Scrubland Mosaic,0
Cauca Valley Montane Forests,Southern Andean Steppe,0
Cauca Valley Montane Forests,Cape Verde Islands Dry Forests,0
Cauca Valley Montane Forests,Nansei Islands Subtropical Evergreen Forests,0
Cauca Valley Montane Forests,Taiheiyo Evergreen Forests,0
Cauca Valley Montane Forests,Taiheiyo Montane Deciduous Forests,0
Cauca Valley Montane Forests,Po Basin Mixed Forests,0
Cauca Valley Montane Forests,Llanos,0
Cauca Valley Montane Forests,Purus Varzeá,0
Cauca Valley Montane Forests,Mato Grosso Seasonal Forests,0
Cauca Valley Montane Forests,Atacama Desert,0
Cauca Valley Montane Forests,Western Ecuador Moist Forests,0
Cauca Valley Montane Forests,Magellanic Subpolar Forests,0
Cauca Valley Montane Forests,Canary Islands Dry Woodlands And Forests,0
Cauca Valley Montane Forests,Sakhalin Island Taiga,0
Cauca Valley Montane Forests,Huon Peninsula Montane Rain Forests,0
Cauca Valley Montane Forests,Napo Moist Forests,0
Cauca Valley Montane Forests,Comoros Forests,0
Cauca Valley Montane Forests,California Central Coast,0
Cauca Valley Montane Forests,Marquesas Tropical Moist Forests,0
Cauca Valley Montane Forests,Northland Temperate Kauri Forests,0
Cauca Valley Montane Forests,Central Shortgrass Prairie,0
Cauca Valley Montane Forests,Humid Pampas,0
Cauca Valley Montane Forests,Ozarks,0
Cauca Valley Montane Forests,Northwestern Thorn Scrub Forests,0
Cauca Valley Montane Forests,Florida Peninsula,0
Cauca Valley Montane Forests,Nihonkai Evergreen Forests,0
Cauca Valley Montane Forests,North Saharan Steppe And Woodlands,0
Cauca Valley Montane Forests,Cantebury-Otago Tussock Grasslands,0
Cauca Valley Montane Forests,Richmond Temperate Forests,0
Cauca Valley Montane Forests,North Island Temperate Forests,0
Cauca Valley Montane Forests,Anatolian Conifer And Deciduous Mixed Forests,0
Cauca Valley Montane Forests,Eastern Anatolian Montane Steppe,0
Cauca Valley Montane Forests,Mediterranean Dry Woodlands And Steppe,0
Cauca Valley Montane Forests,Central Anatolian Steppe,0
Cauca Valley Montane Forests,Miskito Pine Forests,0
Cauca Valley Montane Forests,Mindoro Rain Forests,0
Cauca Valley Montane Forests,Madeira Evergreen Forests,0
Cauca Valley Montane Forests,Albertine Rift Montane Forests,0
Cauca Valley Montane Forests,East European Forest Steppe,0
Cauca Valley Montane Forests,Rakiura Island Temperate Forests,0
Cauca Valley Montane Forests,South Island Temperate Forests,0
Cauca Valley Montane Forests,Antipodes Subantarctic Islands Tundra,0
Cauca Valley Montane Forests,Central Range Sub-Alpine Grasslands,0
Cauca Valley Montane Forests,Dry Chaco,0.043478260869565216
Cauca Valley Montane Forests,Marajó Varzeá,0
Cauca Valley Montane Forests,Sahara Desert,0
Cauca Valley Montane Forests,Central Deccan Plateau Dry Deciduous Forests,0
Cauca Valley Montane Forests,Ecuadorian Dry Forests,0
Cauca Valley Montane Forests,Nile Delta Flooded Savanna,0
Cauca Valley Montane Forests,Columbia Plateau,0
Cauca Valley Montane Forests,Bolivian Yungas,0
Cauca Valley Montane Forests,Lake Chad Flooded Savanna,0
Cauca Valley Montane Forests,Southern Anatolian Montane Conifer And Deciduous Forests,0
Cauca Valley Montane Forests,Northern Anatolian Conifer And Deciduous Forests,0
Cauca Valley Montane Forests,East Siberian Taiga,0
Cauca Valley Montane Forests,Central Andean Puna,0
Cauca Valley Montane Forests,Ruwenzori-Virunga Montane Moorlands,0
Cauca Valley Montane Forests,Arabian Desert And East Sahero-Arabian Xeric Shrublands,0
Cauca Valley Montane Forests,Aspen Parkland,0
Cauca Valley Montane Forests,Sahelian Acacia Savanna,0
Cauca Valley Montane Forests,Gissaro-Alai Open Woodlands,0
Cauca Valley Montane Forests,High Monte,0
Cauca Valley Montane Forests,Apache Highlands,0
Cauca Valley Montane Forests,Alaska Peninsula,0
Cauca Valley Montane Forests,Socotra Island Xeric Shrublands,0
Cauca Valley Montane Forests,Talamancan Montane Forests,0
Great Central Valley,Arizona-New Mexico Mountains,0.06880733944954129
Great Central Valley,Southern Rocky Mountains,0.1016949152542373
Great Central Valley,Boreal Shield,0.047619047619047616
Great Central Valley,Great Lakes,0.03278688524590164
Great Central Valley,Valdivian Temperate Forests,0.016129032258064516
Great Central Valley,Tocantins/Pindare Moist Forests,0
Great Central Valley,Northwestern Himalayan Alpine Shrub And Meadows,0
Great Central Valley,Tian Shan Montane Conifer Forests,0
Great Central Valley,Kazakh Forest Steppe,0
Great Central Valley,Santa Marta Páramo,0
Great Central Valley,Santa Marta Montane Forests,0.06451612903225806
Great Central Valley,Humid Chaco,0.017241379310344827
Great Central Valley,Southern Andean Yungas,0
Great Central Valley,Alto Paraná Atlantic Forests,0
Great Central Valley,Bolivian Montane Dry Forests,0
Great Central Valley,Purus-Madeira Moist Forests,0.0078125
Great Central Valley,Araucaria Moist Forests,0.023255813953488372
Great Central Valley,Southwest Amazon Moist Forests,0.007633587786259542
Great Central Valley,Bahia Coastal Forests,0.010416666666666666
Great Central Valley,Northwest Iberian Montane Forests,0
Great Central Valley,Central American Montane Forests,0
Great Central Valley,Japurá-Solimoes-Negro Moist Forests,0
Great Central Valley,Beringian Tundra,0.08955223880597014
Great Central Valley,Prairie-Forest Border,0.03773584905660377
Great Central Valley,Gulf Coast Prairies And Marshes,0.08411214953271028
Great Central Valley,Canadian Rocky Mountains,0.06542056074766354
Great Central Valley,Northwestern Andean Montane Forests,0.014925373134328358
Great Central Valley,Central Appalachian Forest,0.027777777777777776
Great Central Valley,Lower New England / Northern Piedmont,0.03205128205128205
Great Central Valley,Bahia Interior Forests,0.010101010101010102
Great Central Valley,Caatinga,0.008695652173913044
Great Central Valley,Atlantic Coast Restingas,0.01639344262295082
Great Central Valley,English Lowlands Beech Forests,0.015625
Great Central Valley,Northern Acacia-Commiphora Bushlands And Thickets,0.016666666666666666
Great Central Valley,Scandinavian And Russian Taiga,0.03076923076923077
Great Central Valley,Honshu Alpine Conifer Forests,0
Great Central Valley,Mediterranean Conifer And Mixed Forests,0
Great Central Valley,S.E. Alaska - B.C. Coastal Forest And Mountains,0.07575757575757576
Great Central Valley,Alaska-Yukon Arctic,0.07792207792207792
Great Central Valley,Bristol Bay Basin,0.017241379310344827
Great Central Valley,Kamchatka-Kurile Meadows And Sparse Forests,0.018867924528301886
Great Central Valley,St. Lawrence - Champlain Valley,0.06153846153846154
Great Central Valley,Cook Inlet Basin,0.07142857142857142
Great Central Valley,Chocó-Darién Moist Forests,0.05454545454545454
Great Central Valley,Pyrenees Conifer And Mixed Forests,0.012658227848101266
Great Central Valley,Okanagan,0.057692307692307696
Great Central Valley,Montane Cordillera,0.04285714285714286
Great Central Valley,Boreal Plains,0.07058823529411765
Great Central Valley,Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,0
Great Central Valley,Madagascar Subhumid Forests,0.018518518518518517
Great Central Valley,Patagonian Steppe,0.02830188679245283
Great Central Valley,High Allegheny Plateau,0.013333333333333334
Great Central Valley,Tumbes-Piura Dry Forests,0.02702702702702703
Great Central Valley,Northern Tallgrass Prairie,0.018867924528301886
Great Central Valley,North Atlantic Coast,0.017857142857142856
Great Central Valley,Central Andean Dry Puna,0
Great Central Valley,South Atlantic Coastal Plain,0
Great Central Valley,California North Coast,0
Great Central Valley,Central American Atlantic Moist Forests,0.018518518518518517
Great Central Valley,Magdalena Valley Montane Forests,0.014084507042253521
Great Central Valley,Superior Mixed Forest,0.05555555555555555
Great Central Valley,Northern Appalachian / Acadian,0
Great Central Valley,Boreal Cordillera,0.05333333333333334
Great Central Valley,Taiga Plains,0.05660377358490566
Great Central Valley,North Cascades,0.058823529411764705
Great Central Valley,Mediterranean Woodlands And Forests,0.00847457627118644
Great Central Valley,Cantabrian Mixed Forests,0
Great Central Valley,Caucasus Mixed Forests,0
Great Central Valley,Crimean Submediterranean Forest Complex,0
Great Central Valley,Peninsular Malaysian Rain Forests,0
Great Central Valley,Oaxacan Montane Forests,0
Great Central Valley,Negro-Branco Moist Forests,0
Great Central Valley,Iberian Conifer Forests,0
Great Central Valley,Chiquitano Dry Forests,0.029411764705882353
Great Central Valley,Kimberly Tropical Savanna,0
Great Central Valley,Northern Andean Páramo,0
Great Central Valley,East Cascades - Modoc Plateau,0
Great Central Valley,Atlantic Dry Forests,0.016666666666666666
Great Central Valley,Lowland Fynbos And Renosterveld,0
Great Central Valley,Euxine-Colchic Broadleaf Forests,0
Great Central Valley,Northeastern Spain And Southern France Mediterranean Forests,0
Great Central Valley,Carpathian Montane Forests,0
Great Central Valley,Saharan Halophytics,0
Great Central Valley,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,0
Great Central Valley,Central Range Montane Rain Forests,0
Great Central Valley,Islas Revillagigedo Dry Forests,0
Great Central Valley,Uatuma-Trombetas Moist Forests,0
Great Central Valley,Southern Atlantic Mangroves,0
Great Central Valley,Espinal,0
Great Central Valley,Louisiade Archipelago Rain Forests,0
Great Central Valley,Eastern Australian Temperate Forests,0
Great Central Valley,Galápagos Islands Scrubland Mosaic,0.017857142857142856
Great Central Valley,Southern Andean Steppe,0.01818181818181818
Great Central Valley,Cape Verde Islands Dry Forests,0
Great Central Valley,Nansei Islands Subtropical Evergreen Forests,0
Great Central Valley,Taiheiyo Evergreen Forests,0
Great Central Valley,Taiheiyo Montane Deciduous Forests,0
Great Central Valley,Po Basin Mixed Forests,0
Great Central Valley,Llanos,0
Great Central Valley,Purus Varzeá,0.019230769230769232
Great Central Valley,Mato Grosso Seasonal Forests,0.0196078431372549
Great Central Valley,Atacama Desert,0.013513513513513514
Great Central Valley,Western Ecuador Moist Forests,0
Great Central Valley,Magellanic Subpolar Forests,0
Great Central Valley,Canary Islands Dry Woodlands And Forests,0
Great Central Valley,Sakhalin Island Taiga,0
Great Central Valley,Huon Peninsula Montane Rain Forests,0
Great Central Valley,Napo Moist Forests,0
Great Central Valley,Comoros Forests,0
Great Central Valley,California Central Coast,0.04
Great Central Valley,Marquesas Tropical Moist Forests,0.02
Great Central Valley,Northland Temperate Kauri Forests,0.015151515151515152
Great Central Valley,Central Shortgrass Prairie,0.0392156862745098
Great Central Valley,Humid Pampas,0.019230769230769232
Great Central Valley,Ozarks,0.03773584905660377
Great Central Valley,Northwestern Thorn Scrub Forests,0.02
Great Central Valley,Florida Peninsula,0.04
Great Central Valley,Nihonkai Evergreen Forests,0.02
Great Central Valley,North Saharan Steppe And Woodlands,0.016129032258064516
Great Central Valley,Cantebury-Otago Tussock Grasslands,0
Great Central Valley,Richmond Temperate Forests,0
Great Central Valley,North Island Temperate Forests,0
Great Central Valley,Anatolian Conifer And Deciduous Mixed Forests,0
Great Central Valley,Eastern Anatolian Montane Steppe,0
Great Central Valley,Mediterranean Dry Woodlands And Steppe,0
Great Central Valley,Central Anatolian Steppe,0
Great Central Valley,Miskito Pine Forests,0
Great Central Valley,Mindoro Rain Forests,0
Great Central Valley,Madeira Evergreen Forests,0
Great Central Valley,Albertine Rift Montane Forests,0
Great Central Valley,East European Forest Steppe,0
Great Central Valley,Rakiura Island Temperate Forests,0
Great Central Valley,South Island Temperate Forests,0
Great Central Valley,Antipodes Subantarctic Islands Tundra,0
Great Central Valley,Central Range Sub-Alpine Grasslands,0
Great Central Valley,Dry Chaco,0.03389830508474576
Great Central Valley,Marajó Varzeá,0
Great Central Valley,Sahara Desert,0
Great Central Valley,Central Deccan Plateau Dry Deciduous Forests,0
Great Central Valley,Ecuadorian Dry Forests,0
Great Central Valley,Nile Delta Flooded Savanna,0
Great Central Valley,Columbia Plateau,0.018867924528301886
Great Central Valley,Bolivian Yungas,0
Great Central Valley,Lake Chad Flooded Savanna,0
Great Central Valley,Southern Anatolian Montane Conifer And Deciduous Forests,0
Great Central Valley,Northern Anatolian Conifer And Deciduous Forests,0
Great Central Valley,East Siberian Taiga,0
Great Central Valley,Central Andean Puna,0.018518518518518517
Great Central Valley,Ruwenzori-Virunga Montane Moorlands,0
Great Central Valley,Arabian Desert And East Sahero-Arabian Xeric Shrublands,0
Great Central Valley,Aspen Parkland,0
Great Central Valley,Sahelian Acacia Savanna,0
Great Central Valley,Gissaro-Alai Open Woodlands,0
Great Central Valley,High Monte,0.02
Great Central Valley,Apache Highlands,0
Great Central Valley,Alaska Peninsula,0
Great Central Valley,Socotra Island Xeric Shrublands,0
Great Central Valley,Talamancan Montane Forests,0
Arizona-New Mexico Mountains,Southern Rocky Mountains,0.2009132420091324
Arizona-New Mexico Mountains,Boreal Shield,0
Arizona-New Mexico Mountains,Great Lakes,0
Arizona-New Mexico Mountains,Valdivian Temperate Forests,0.007782101167315175
Arizona-New Mexico Mountains,Tocantins/Pindare Moist Forests,0.004329004329004329
Arizona-New Mexico Mountains,Northwestern Himalayan Alpine Shrub And Meadows,0
Arizona-New Mexico Mountains,Tian Shan Montane Conifer Forests,0
Arizona-New Mexico Mountains,Kazakh Forest Steppe,0
Arizona-New Mexico Mountains,Santa Marta Páramo,0
Arizona-New Mexico Mountains,Santa Marta Montane Forests,0
Arizona-New Mexico Mountains,Humid Chaco,0
Arizona-New Mexico Mountains,Southern Andean Yungas,0.005376344086021506
Arizona-New Mexico Mountains,Alto Paraná Atlantic Forests,0.005291005291005291
Arizona-New Mexico Mountains,Bolivian Montane Dry Forests,0
Arizona-New Mexico Mountains,Purus-Madeira Moist Forests,0.0038314176245210726
Arizona-New Mexico Mountains,Araucaria Moist Forests,0.004545454545454545
Arizona-New Mexico Mountains,Southwest Amazon Moist Forests,0.011450381679389313
Arizona-New Mexico Mountains,Bahia Coastal Forests,0.008771929824561403
Arizona-New Mexico Mountains,Northwest Iberian Montane Forests,0.004219409282700422
Arizona-New Mexico Mountains,Central American Montane Forests,0
Arizona-New Mexico Mountains,Japurá-Solimoes-Negro Moist Forests,0
Arizona-New Mexico Mountains,Beringian Tundra,0.00980392156862745
Arizona-New Mexico Mountains,Prairie-Forest Border,0
Arizona-New Mexico Mountains,Gulf Coast Prairies And Marshes,0.0375
Arizona-New Mexico Mountains,Canadian Rocky Mountains,0.037815126050420166
Arizona-New Mexico Mountains,Northwestern Andean Montane Forests,0.005
Arizona-New Mexico Mountains,Central Appalachian Forest,0.014705882352941176
Arizona-New Mexico Mountains,Lower New England / Northern Piedmont,0.024390243902439025
Arizona-New Mexico Mountains,Bahia Interior Forests,0.0030120481927710845
Arizona-New Mexico Mountains,Caatinga,0.004032258064516129
Arizona-New Mexico Mountains,Atlantic Coast Restingas,0.005154639175257732
Arizona-New Mexico Mountains,English Lowlands Beech Forests,0
Arizona-New Mexico Mountains,Northern Acacia-Commiphora Bushlands And Thickets,0
Arizona-New Mexico Mountains,Scandinavian And Russian Taiga,0.005025125628140704
Arizona-New Mexico Mountains,Honshu Alpine Conifer Forests,0
Arizona-New Mexico Mountains,Mediterranean Conifer And Mixed Forests,0
Arizona-New Mexico Mountains,S.E. Alaska - B.C. Coastal Forest And Mountains,0.014925373134328358
Arizona-New Mexico Mountains,Alaska-Yukon Arctic,0.014084507042253521
Arizona-New Mexico Mountains,Bristol Bay Basin,0
Arizona-New Mexico Mountains,Kamchatka-Kurile Meadows And Sparse Forests,0
Arizona-New Mexico Mountains,St. Lawrence - Champlain Valley,0.01507537688442211
Arizona-New Mexico Mountains,Cook Inlet Basin,0.010471204188481676
Arizona-New Mexico Mountains,Chocó-Darién Moist Forests,0.005263157894736842
Arizona-New Mexico Mountains,Pyrenees Conifer And Mixed Forests,0.0047169811320754715
Arizona-New Mexico Mountains,Okanagan,0.016216216216216217
Arizona-New Mexico Mountains,Montane Cordillera,0.014778325123152709
Arizona-New Mexico Mountains,Boreal Plains,0.01818181818181818
Arizona-New Mexico Mountains,Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,0
Arizona-New Mexico Mountains,Madagascar Subhumid Forests,0
Arizona-New Mexico Mountains,Patagonian Steppe,0.012552301255230125
Arizona-New Mexico Mountains,High Allegheny Plateau,0.00966183574879227
Arizona-New Mexico Mountains,Tumbes-Piura Dry Forests,0.024509803921568627
Arizona-New Mexico Mountains,Northern Tallgrass Prairie,0.005376344086021506
Arizona-New Mexico Mountains,North Atlantic Coast,0.005291005291005291
Arizona-New Mexico Mountains,Central Andean Dry Puna,0.004629629629629629
Arizona-New Mexico Mountains,South Atlantic Coastal Plain,0
Arizona-New Mexico Mountains,California North Coast,0
Arizona-New Mexico Mountains,Central American Atlantic Moist Forests,0.0053475935828877
Arizona-New Mexico Mountains,Magdalena Valley Montane Forests,0.004901960784313725
Arizona-New Mexico Mountains,Superior Mixed Forest,0.010638297872340425
Arizona-New Mexico Mountains,Northern Appalachian / Acadian,0
Arizona-New Mexico Mountains,Boreal Cordillera,0.019230769230769232
Arizona-New Mexico Mountains,Taiga Plains,0.0106951871657754
Arizona-New Mexico Mountains,North Cascades,0.016304347826086956
Arizona-New Mexico Mountains,Mediterranean Woodlands And Forests,0
Arizona-New Mexico Mountains,Cantabrian Mixed Forests,0
Arizona-New Mexico Mountains,Caucasus Mixed Forests,0
Arizona-New Mexico Mountains,Crimean Submediterranean Forest Complex,0
Arizona-New Mexico Mountains,Peninsular Malaysian Rain Forests,0
Arizona-New Mexico Mountains,Oaxacan Montane Forests,0
Arizona-New Mexico Mountains,Negro-Branco Moist Forests,0
Arizona-New Mexico Mountains,Iberian Conifer Forests,0
Arizona-New Mexico Mountains,Chiquitano Dry Forests,0.0049504950495049506
Arizona-New Mexico Mountains,Kimberly Tropical Savanna,0
Arizona-New Mexico Mountains,Northern Andean Páramo,0
Arizona-New Mexico Mountains,East Cascades - Modoc Plateau,0.005376344086021506
Arizona-New Mexico Mountains,Atlantic Dry Forests,0
Arizona-New Mexico Mountains,Lowland Fynbos And Renosterveld,0
Arizona-New Mexico Mountains,Euxine-Colchic Broadleaf Forests,0
Arizona-New Mexico Mountains,Northeastern Spain And Southern France Mediterranean Forests,0
Arizona-New Mexico Mountains,Carpathian Montane Forests,0
Arizona-New Mexico Mountains,Saharan Halophytics,0
Arizona-New Mexico Mountains,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,0
Arizona-New Mexico Mountains,Central Range Montane Rain Forests,0
Arizona-New Mexico Mountains,Islas Revillagigedo Dry Forests,0
Arizona-New Mexico Mountains,Uatuma-Trombetas Moist Forests,0.0049504950495049506
Arizona-New Mexico Mountains,Southern Atlantic Mangroves,0.0053475935828877
Arizona-New Mexico Mountains,Espinal,0.005208333333333333
Arizona-New Mexico Mountains,Louisiade Archipelago Rain Forests,0
Arizona-New Mexico Mountains,Eastern Australian Temperate Forests,0
Arizona-New Mexico Mountains,Galápagos Islands Scrubland Mosaic,0.005291005291005291
Arizona-New Mexico Mountains,Southern Andean Steppe,0
Arizona-New Mexico Mountains,Cape Verde Islands Dry Forests,0
Arizona-New Mexico Mountains,Nansei Islands Subtropical Evergreen Forests,0
Arizona-New Mexico Mountains,Taiheiyo Evergreen Forests,0
Arizona-New Mexico Mountains,Taiheiyo Montane Deciduous Forests,0
Arizona-New Mexico Mountains,Po Basin Mixed Forests,0
Arizona-New Mexico Mountains,Llanos,0
Arizona-New Mexico Mountains,Purus Varzeá,0
Arizona-New Mexico Mountains,Mato Grosso Seasonal Forests,0
Arizona-New Mexico Mountains,Atacama Desert,0.004830917874396135
Arizona-New Mexico Mountains,Western Ecuador Moist Forests,0.005319148936170213
Arizona-New Mexico Mountains,Magellanic Subpolar Forests,0
Arizona-New Mexico Mountains,Canary Islands Dry Woodlands And Forests,0
Arizona-New Mexico Mountains,Sakhalin Island Taiga,0
Arizona-New Mexico Mountains,Huon Peninsula Montane Rain Forests,0
Arizona-New Mexico Mountains,Napo Moist Forests,0.0053475935828877
Arizona-New Mexico Mountains,Comoros Forests,0
Arizona-New Mexico Mountains,California Central Coast,0.005434782608695652
Arizona-New Mexico Mountains,Marquesas Tropical Moist Forests,0
Arizona-New Mexico Mountains,Northland Temperate Kauri Forests,0
Arizona-New Mexico Mountains,Central Shortgrass Prairie,0.005405405405405406
Arizona-New Mexico Mountains,Humid Pampas,0.005405405405405406
Arizona-New Mexico Mountains,Ozarks,0.010752688172043012
Arizona-New Mexico Mountains,Northwestern Thorn Scrub Forests,0
Arizona-New Mexico Mountains,Florida Peninsula,0.005434782608695652
Arizona-New Mexico Mountains,Nihonkai Evergreen Forests,0
Arizona-New Mexico Mountains,North Saharan Steppe And Woodlands,0
Arizona-New Mexico Mountains,Cantebury-Otago Tussock Grasslands,0
Arizona-New Mexico Mountains,Richmond Temperate Forests,0
Arizona-New Mexico Mountains,North Island Temperate Forests,0
Arizona-New Mexico Mountains,Anatolian Conifer And Deciduous Mixed Forests,0
Arizona-New Mexico Mountains,Eastern Anatolian Montane Steppe,0
Arizona-New Mexico Mountains,Mediterranean Dry Woodlands And Steppe,0
Arizona-New Mexico Mountains,Central Anatolian Steppe,0
Arizona-New Mexico Mountains,Miskito Pine Forests,0
Arizona-New Mexico Mountains,Mindoro Rain Forests,0
